"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","cartres","logres"
5080,1968,"Female","","Married (no kids)","Bachelor's Degree","Yes","No","No","No","No","Yes","Public","Yes","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","","No","","","","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","No","No","Circumstances","No","Yes","Yes","Yes","No","TMI","No","Yes","Tunes","Technology","No","No","Yes","Yes","Yes","Demanding","No","Mac","Yes","Cautious","Yes","Yes!","No","Socialize","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","Own","","Dad","No","Yes","Yes","Yes","Check!","No","No","No","Yes","No","Yes","Yes","Yes","No","No",FALSE,FALSE
5081,1993,"Female","","Domestic Partners (no kids)","Bachelor's Degree","","","","","","","","No","No","Yes","Yes","No","Yes","Yes","Art","Try first","No","No","","","","","","","","","","","No","Happy","","","","","A.M.","Yes","","Yes","No","","No","Yes","Yes","Yes","No","Mysterious","No","No","Talk","People","No","","","","","","","","","","","Umm...","Yes","Space","No","","","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Only-child","Yes","No","No",FALSE,FALSE
5084,1994,"Male","","Single (no kids)","Current Undergraduate","Yes","Yes","No","No","Yes","Yes","Public","No","Yes","Yes","No","Yes","Yes","No","Art","Study first","No","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","No","No","No","Yes","Nope","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes",FALSE,FALSE
5087,1971,"Female","$100,001 - $150,000","Married (w/kids)","Associate's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","Hot headed","Standard hours","No","Right","Yes","Yes","Yes","No","P.M.","No","Start","No","No","Me","Yes","","Yes","Yes","","","Yes","No","Tunes","Technology","No","","","No","Yes","","","","","Cautious","","","No","","No","In-person","Yes","Yes","","Yes","Yay people!","","","","","","","No","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","No","","","","Nope","Yes","No","No","Yes","","","","","","",FALSE,FALSE
5093,1965,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","","","","","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","","","","Try first","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","Yes","Yes","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
5097,1994,"Male","over $150,000","Single (w/kids)","Current K-12","Yes","No","No","No","No","Yes","Public","Yes","Yes","No","Yes","No","Yes","Yes","Science","Try first","No","Yes","Yes","No","Receiving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","No","No","No","Yes","P.M.","No","Start","Yes","No","Circumstances","Yes","Yes","Yes","No","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","Mac","No","Cautious","No","Umm...","Yes","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","No","No","No","Yes","No","No","Yes",FALSE,FALSE
5098,1992,"Male","under $25,000","Single (no kids)","High School Diploma","No","No","Yes","Yes","Yes","Yes","Private","","No","No","No","Yes","No","Yes","Art","Study first","Yes","No","No","Yes","Giving","No","No","","","","","Standard hours","","","","Yes","No","No","P.M.","","Start","","","","","No","","Yes","No","","","","","","","","","No","No","","No","PC","","","","","No","","No","In-person","No","","No","Yes","Yay people!","Yes","No","","","","","No","","","No","","","Rent","Optimist","Dad","No","Yes","No","","","No","Yes","No","Yes","Yes","","Yes","No","","No",FALSE,FALSE
5104,1978,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","Yes","Yes","TMI","Yes","No","Talk","","Yes","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","","No","","Yes","","","In-person","Yes","No","Yes","Yes","Grrr people","Yes","","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Rent","Optimist","","No","Yes","Yes","Yes","Check!","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",TRUE,TRUE
5109,1991,"Male","under $25,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","No","No","Public","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","No","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","No","No","Mysterious","Yes","No","Tunes","Technology","No","No","Yes","No","No","Demanding","Yes","PC","No","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","No","No","No","No","No","No","No","Rent","Pessimist","Dad","No","No","Yes","Yes","Nope","No","No","No","Yes","No","No","Yes","No","No","Yes",FALSE,FALSE
5122,NA,"Female","","Single (no kids)","","","","","","","","","","","","Yes","","","Yes","Art","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
5130,1984,"Female","","","Master's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
5131,1947,"Female","$50,000 - $74,999","Married (w/kids)","Associate's Degree","","Yes","Yes","No","No","No","Public","No","Yes","","No","Yes","","","","","No","No","No","Yes","Giving","Yes","No","Pragmatist","","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","","Yes","","No","No","No","TMI","Yes","","Talk","Technology","No","Yes","No","No","No","Supportive","No","PC","Yes","Cautious","","Yes!","","Socialize","No","Online","No","Yes","Yes","","","","","","","","","Yes","","","","","","","","","","","","","","","No","No","No","","","","No","Yes","No",FALSE,FALSE
5134,1969,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","","Art","Study first","No","Yes","","Yes","Giving","Yes","No","Pragmatist","No","Yes","","","","","","","","","","Yes","","Yes","No","","No","Yes","Yes","Yes","No","","","","","","","Yes","Yes","","No","Supportive","No","PC","","","No","","No","Space","No","","Yes","Yes","Yes","Yes","Yay people!","","","","","","","","Yes","","","","","","Optimist","Dad","Yes","Yes","","","","","No","No","Yes","","No","Yes","","","Yes",FALSE,FALSE
5143,1996,"Male","$75,000 - $100,000","Single (no kids)","Current K-12","","Yes","No","No","Yes","Yes","Public","","","","Yes","Yes","Yes","Yes","Science","Study first","No","No","No","No","Giving","No","No","Idealist","No","Yes","","","Yes","Right","","Yes","Yes","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","No","No","TMI","Yes","No","Tunes","Technology","No","Yes","No","Yes","No","Demanding","","","","","","","","","","","","No","No","Yes","Yay people!","No","No","No","No","No","Yes","","Yes","Yes","No","Yes","No","Own","Optimist","Mom","Yes","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",TRUE,FALSE
5155,1996,"Male","under $25,000","Single (no kids)","Current K-12","Yes","Yes","No","No","","","","","No","No","","","","","","","Yes","Yes","","No","Giving","","","","","","","","","","","","","Yes","","","","","","Circumstances","","","","","","","","","","Technology","","","","","","","","PC","No","","No","","","","No","","","","","Yes","Grrr people","Yes","","","No","","No","No","Yes","","No","No","","","","Dad","","","","","","No","","","","Yes","Yes","Yes","","Yes","",FALSE,FALSE
5156,1972,"Male","$75,000 - $100,000","Married (w/kids)","Master's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","No","Yes","","Yes","No","Yes","Yes","Yes","TMI","No","Yes","Tunes","People","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,FALSE
5157,1961,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Public","","Yes","No","No","No","No","Yes","Science","Try first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","","","","","","","Yes","No","A.M.","Yes","End","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","Yes","TMI","Yes","No","Talk","Technology","No","Yes","Yes","Yes","","","","","","Cautious","No","Umm...","No","","No","Online","Yes","Yes","","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Own","Optimist","","Yes","","Yes","","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",TRUE,TRUE
5169,1969,"Female","$25,001 - $50,000","Married (w/kids)","High School Diploma","","Yes","No","Yes","Yes","Yes","Public","","Yes","No","","","No","","","Try first","Yes","No","Yes","Yes","Giving","Yes","Yes","Idealist","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","No","No","Supportive","No","Mac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
5175,NA,"Female","under $25,000","Married (no kids)","","","","","No","Yes","No","Public","Yes","No","No","","","","","","","","","","","","","","Idealist","Yes","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","No","No","A.M.","No","Start","Yes","Yes","Circumstances","No","Yes","No","Yes","Yes","TMI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,FALSE
5176,1996,"Male","$25,001 - $50,000","Single (no kids)","Current K-12","","","No","No","","","","","","","","","","","","","","","","","","","","","","","Cool headed","Odd hours","No","Happy","Yes","No","No","No","P.M.","No","Start","Yes","Yes","Circumstances","","Yes","Yes","","No","Mysterious","No","No","","","Yes","Yes","No","Yes","","","","","No","Cautious","No","","","","","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","",TRUE,TRUE
5177,1991,"Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","","","","","","","","","","","","","Yes","Yes","Science","Study first","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","TMI","","No","","","No","No","Yes","No","No","Supportive","Yes","Mac","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","","","Yes","Grrr people","","","","","","","Yes","","","","","","","","","","","","Yes","Nope","Yes","","","No","No","No","Yes","Yes","No","Yes",FALSE,FALSE
5179,1993,"Male","$100,001 - $150,000","Single (no kids)","Current Undergraduate","","","No","","","","","Yes","","No","","","","Yes","Science","","","Yes","","","","","","","","","","","","Happy","","","","","","","","","Yes","Me","","","","","","","","","","","Yes","","No","","","","","","","Cautious","","","","","No","","","","","","","Yes","","","","","","","","","","","","","","","","No","","","","","","","","Yes","","","","","Yes",TRUE,FALSE
5181,1974,"Male","$100,001 - $150,000","Domestic Partners (no kids)","Bachelor's Degree","","","No","Yes","Yes","Yes","Private","No","Yes","No","Yes","No","","","","","","","","","","Yes","Yes","Pragmatist","Yes","No","Hot headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","No","End","Yes","Yes","Me","Yes","Yes","No","Yes","Yes","Mysterious","Yes","Yes","Tunes","Technology","No","","","No","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","Own","Pessimist","Dad","Yes","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",TRUE,FALSE
5183,1974,"Female","","Married (w/kids)","Associate's Degree","","","","","","","","","","","","","","","","","","","","","","","","Idealist","No","No","","","","","","","","","","Yes","","No","No","","Yes","No","Yes","Yes","No","TMI","No","Yes","Tunes","People","","","","","","","","PC","Yes","","No","","","","","","","","","","","","","","No","Yes","Yes","","Yes","No","Yes","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","Yes","No","No",FALSE,FALSE
5191,1988,"Female","under $25,000","Single (no kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","No","","No","No","Cool headed","Odd hours","No","Happy","","Yes","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nope","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes",FALSE,FALSE
5200,1997,"Male","","Single (no kids)","Current K-12","","","","","","","","","","","Yes","No","Yes","","Science","Try first","Yes","Yes","","Yes","Receiving","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
5204,1996,"Male","under $25,000","Single (no kids)","Current K-12","Yes","","","No","No","Yes","Public","","","","","","","","Art","","","","","","Giving","No","","Idealist","","","Hot headed","Standard hours","","Right","No","Yes","","","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","","","Yes","","No","","Talk","People","No","","Yes","","No","","","PC","","Cautious","Yes","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","No","Yes","","","","","",FALSE,FALSE
5209,1958,"Female","$75,000 - $100,000","Married (w/kids)","","","No","No","No","No","No","Public","No","Yes","No","No","Yes","No","Yes","Art","Study first","No","","","Yes","Giving","Yes","No","Idealist","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","No","Yes","Demanding","Yes","Mac","","","","","","","","","","","","","","","","","","","","","","","No","Yes","No","Own","Pessimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","","","","","","","","","No",FALSE,FALSE
5215,1977,"Female","$50,000 - $74,999","Married (no kids)","Doctoral Degree","No","Yes","No","No","Yes","No","Public","Yes","Yes","No","Yes","Yes","Yes","","","Study first","Yes","No","No","Yes","Giving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","End","No","No","Circumstances","Yes","No","No","Yes","Yes","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","Yes","","No","","Yes","Online","Yes","No","Yes","Yes","Grrr people","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","","Yes","No","Yes",FALSE,FALSE
5217,2000,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","","No","No","No","","No","Public","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Receiving","No","Yes","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","Yes","Yes","No","No","No","TMI","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","Own","Pessimist","Dad","No","No","No","Yes","Nope","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",FALSE,FALSE
5225,1995,"Female","","Single (no kids)","Current K-12","","Yes","No","","Yes","Yes","Public","No","Yes","No","No","","","Yes","Science","","Yes","","No","Yes","Receiving","Yes","Yes","","No","No","","","Yes","Happy","","No","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","No","No","Mysterious","No","No","Tunes","People","Yes","No","Yes","No","Yes","","Yes","PC","Yes","Cautious","No","","No","","","In-person","No","","Yes","Yes","Yay people!","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",TRUE,FALSE
5227,1973,"Male","$25,001 - $50,000","Single (w/kids)","Associate's Degree","","Yes","No","","","No","Public","","Yes","No","Yes","Yes","","Yes","Science","","","","No","No","","No","No","Pragmatist","No","","","","No","Happy","No","Yes","","Yes","P.M.","","Start","","Yes","Circumstances","Yes","","Yes","","","","","No","","","","","Yes","Yes","Yes","Supportive","","","","Cautious","","Umm...","No","Space","Yes","","No","","","","Yay people!","Yes","No","Yes","Yes","No","","No","","No","No","Yes","No","Rent","Pessimist","","","No","Yes","","","No","No","No","No","Yes","Yes","Only-child","","","Yes",TRUE,FALSE
5246,1975,"Male","","Single (no kids)","Associate's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","Cool headed","Odd hours","","Happy","","Yes","Yes","No","P.M.","Yes","","Yes","No","Me","","","","","","","","","Tunes","Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","Yes","No","Rent","Optimist","Mom","No","Yes","","Yes","Check!","","","","","","","","","","Yes",FALSE,FALSE
5254,1990,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
5255,1965,"Male","over $150,000","Married (w/kids)","Master's Degree","","No","","No","","No","","No","","","","","Yes","Yes","Science","","","Yes","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Risk-friendly","","","","","","","","","","","","Yes","","","No","Yes","Yes","No","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
5256,1992,"Male","under $25,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","","No","Mysterious","No","Yes","Tunes","Technology","Yes","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,FALSE
5262,1992,"","under $25,000","Single (no kids)","Current K-12","","","","","","","Public","Yes","","No","Yes","No","","","","","","","No","","","","","Pragmatist","","","","","No","Right","No","Yes","","No","","","","","No","Circumstances","","No","No","Yes","","","Yes","","Tunes","People","","","Yes","","","","","","","","","","","","","Online","No","","","Yes","","","","","","","","Yes","","","","","","","Pessimist","Mom","","","Yes","","","","","","No","","","","","","",FALSE,FALSE
5263,NA,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","","","","","","","","","","","","","","","","No","Yes","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
5266,1951,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","","","","","","","Yes","No","","","","","","","","","Yes","","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","No","","","","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","","","Yes","Grrr people","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
5269,NA,"Female","","Single (no kids)","Master's Degree","","Yes","","","Yes","Yes","Public","No","Yes","Yes","Yes","Yes","","Yes","","","","","","","","","Yes","","","","Cool headed","Odd hours","","","","","","","","","","Yes","No","Me","","","Yes","","Yes","TMI","No","","Talk","","","","","","Yes","Demanding","","","Yes","Risk-friendly","Yes","Yes!","No","","No","In-person","Yes","","","","","","","","","Yes","No","Yes","No","","","","Yes","","Optimist","","","Yes","","Yes","","Yes","","","Yes","","","","Yes","","No",FALSE,FALSE
5270,1999,"Male","","","Current K-12","Yes","Yes","No","No","No","Yes","Public","No","No","No","No","Yes","Yes","Yes","Science","Try first","Yes","Yes","No","Yes","Receiving","No","Yes","Idealist","No","No","Hot headed","Standard hours","No","Right","No","Yes","No","No","P.M.","No","Start","No","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","Yes","PC","No","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","No","No","Yes","Yay people!","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","No","No","Yes","Yes","Nope","No","No","No","Yes","No","Yes","Yes","No","No","Yes",FALSE,FALSE
5276,1952,"Male","over $150,000","Married (no kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Yes","No","No","No","Supportive","Yes","PC","","","","","","","","In-person","Yes","No","Yes","","","","","","","","","","No","No","","","Yes","Own","","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",FALSE,FALSE
5301,1953,"Male","","","Master's Degree","","","","","","Yes","Private","No","Yes","","","Yes","","Yes","","","Yes","","","","Giving","","","","","","","","","","","","","","","Yes","","Yes","No","","No","Yes","","","","","","","","","","","","","","","","","Yes","Risk-friendly","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","",FALSE,FALSE
5306,NA,"Female","over $150,000","Single (no kids)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","Yes","","","","","","","","","","","","","No","Mysterious","No","","Tunes","Technology","Yes","","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,FALSE
5312,1971,"Male","$25,001 - $50,000","Single (w/kids)","High School Diploma","No","Yes","No","No","No","No","Public","No","Yes","No","Yes","Yes","No","No","Science","Study first","Yes","No","No","No","Receiving","Yes","No","Pragmatist","No","Yes","","Standard hours","No","Right","Yes","","No","Yes","A.M.","No","","Yes","Yes","Circumstances","No","Yes","Yes","No","Yes","Mysterious","Yes","No","Talk","People","No","No","Yes","No","No","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","Yes","Space","No","In-person","No","Yes","Yes","No","Grrr people","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes",TRUE,FALSE
5313,1995,"Female","$25,001 - $50,000","Single (no kids)","High School Diploma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tunes","People","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Check!","Yes","No","No","No","Yes","Yes","","","","Yes",FALSE,FALSE
5322,1974,"Female","","Married (no kids)","High School Diploma","Yes","No","No","Yes","Yes","Yes","Public","No","No","No","Yes","No","","","","","No","","Yes","No","Giving","Yes","Yes","","","","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","","Yes","Yes","","","","","","","","No","","","","No","","","No","No","","Yes","","","Cautious","No","Yes!","No","Space","No","In-person","Yes","No","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","No","No","","","","","","","","","","","","","","","","No","No","","No","Yes","","Yes","Yes",TRUE,TRUE
5331,1984,"Female","$25,001 - $50,000","Single (no kids)","Current Undergraduate","","","No","","","","","No","Yes","No","","","","","","","","","","","","Yes","Yes","Idealist","No","Yes","Hot headed","","No","Right","Yes","Yes","No","Yes","P.M.","No","Start","No","No","Me","No","No","Yes","No","","","No","","","","No","Yes","Yes","Yes","No","Supportive","No","","Yes","Cautious","No","","","","","","","","","","","","","","","","","No","Yes","","","","","","","","","","","","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",FALSE,FALSE
5332,1982,"Female","","Single (w/kids)","Associate's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Start","Yes","No","Me","No","No","Yes","","No","","","Yes","","","","Yes","Yes","No","No","Supportive","Yes","Mac","Yes","Cautious","","Umm...","Yes","Space","Yes","","","","","","","Yes","No","Yes","Yes","","","","","Yes","Yes","Yes","Yes","","Optimist","","Yes","No","Yes","Yes","","","","","","","","","","","",FALSE,FALSE
5333,1994,"Male","over $150,000","Single (no kids)","Master's Degree","","Yes","No","Yes","","Yes","Public","No","","","","","","","","","","","Yes","Yes","Receiving","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","","","","","","","Yes","Yes","Yes","Yes","No","Yes","","","",FALSE,FALSE
5335,1993,"Male","$100,001 - $150,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","Yes","No","Private","No","No","No","Yes","No","Yes","Yes","Science","Study first","No","No","Yes","No","Receiving","Yes","No","Pragmatist","No","Yes","","","","","Yes","","","","","","","","","","","","Yes","","No","Mysterious","No","Yes","Tunes","People","No","Yes","Yes","No","Yes","Supportive","","Mac","","","","","No","","","","","Yes","Yes","Yes","Yay people!","No","No","No","No","No","Yes","Yes","No","No","","","Yes","Rent","Optimist","Mom","No","No","No","Yes","Check!","No","No","No","Yes","No","No","Yes","No","No","Yes",FALSE,FALSE
5339,1990,"Female","under $25,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","Yes","","Receiving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PC","","","","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","",FALSE,FALSE
5342,1998,"","","Single (no kids)","Current K-12","","No","No","No","Yes","Yes","Public","No","No","No","Yes","Yes","Yes","Yes","","Try first","","Yes","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
